id,emp_id,check_in,check_out,shift_id
10422,482,2024-05-24 14:33:00,2024-05-24 23:57:00,2
10423,482,2024-05-27 14:40:00,2024-05-27 22:11:00,2
10424,482,2024-05-28 14:13:00,2024-05-28 22:20:00,2
10425,482,2024-05-29 14:30:00,2024-05-29 22:45:00,2
10426,482,2024-05-30 14:17:00,2024-05-30 22:39:00,2
10427,483,2024-05-01 14:24:00,2024-05-01 23:13:00,2
10428,483,2024-05-02 14:04:00,2024-05-02 21:59:00,2
10429,483,2024-05-03 13:50:00,2024-05-03 23:24:00,2
10430,483,2024-05-06 14:06:00,2024-05-06 22:14:00,2
10431,483,2024-05-07 14:08:00,2024-05-07 22:20:00,2
10432,483,2024-05-08 14:08:00,2024-05-08 22:48:00,2
10433,483,2024-05-09 14:18:00,2024-05-09 22:57:00,2
10434,483,2024-05-10 14:03:00,2024-05-10 22:58:00,2
10435,483,2024-05-13 14:28:00,2024-05-13 22:32:00,2
10436,483,2024-05-14 14:01:00,2024-05-14 23:09:00,2
10437,483,2024-05-15 14:01:00,2024-05-15 21:46:00,2
10438,483,2024-05-16 13:59:00,2024-05-16 22:23:00,2
10439,483,2024-05-17 14:05:00,2024-05-17 23:40:00,2
10440,483,2024-05-21 14:04:00,2024-05-21 23:26:00,2
10441,483,2024-05-22 14:00:00,2024-05-22 23:58:00,2
10442,483,2024-05-23 14:25:00,2024-05-23 22:53:00,2
10443,483,2024-05-24 14:07:00,2024-05-24 22:08:00,2
10444,483,2024-05-27 14:08:00,2024-05-27 23:44:00,2
10445,483,2024-05-28 14:02:00,2024-05-28 23:58:00,2
10446,483,2024-05-29 13:54:00,2024-05-29 22:00:00,2
10447,483,2024-05-30 14:06:00,2024-05-30 23:06:00,2
10448,484,2024-05-01 14:14:00,2024-05-01 23:05:00,2
10449,484,2024-05-02 14:25:00,2024-05-02 23:59:00,2
10450,484,2024-05-03 14:22:00,2024-05-03 23:38:00,2
10451,484,2024-05-06 14:29:00,2024-05-06 23:15:00,2
10452,484,2024-05-07 14:16:00,2024-05-07 23:23:00,2
10453,484,2024-05-09 13:57:00,2024-05-09 23:59:00,2
10454,484,2024-05-10 14:37:00,2024-05-11 00:00:00,2
10455,484,2024-05-13 14:26:00,2024-05-13 23:04:00,2
10456,484,2024-05-14 14:28:00,2024-05-14 21:42:00,2
10457,484,2024-05-15 14:33:00,2024-05-15 22:32:00,2
10458,484,2024-05-16 14:15:00,2024-05-16 22:34:00,2
10459,484,2024-05-17 14:19:00,2024-05-17 23:44:00,2
10460,484,2024-05-20 13:51:00,2024-05-20 22:03:00,2
10461,484,2024-05-21 14:36:00,2024-05-21 23:13:00,2
10462,484,2024-05-22 13:58:00,2024-05-22 22:13:00,2
10463,484,2024-05-23 14:34:00,2024-05-23 22:05:00,2
10464,484,2024-05-24 14:23:00,2024-05-24 22:55:00,2
10465,484,2024-05-27 13:50:00,2024-05-27 21:56:00,2
10466,484,2024-05-28 14:35:00,2024-05-28 22:10:00,2
10467,484,2024-05-29 14:04:00,2024-05-29 21:51:00,2
10468,484,2024-05-30 14:20:00,2024-05-30 22:46:00,2
10469,485,2024-05-01 09:29:00,2024-05-01 17:08:00,1
10470,485,2024-05-02 08:52:00,2024-05-02 18:51:00,1
10471,485,2024-05-03 09:20:00,2024-05-03 17:41:00,1
10472,485,2024-05-06 08:56:00,2024-05-06 16:40:00,1
10473,485,2024-05-07 09:08:00,2024-05-07 17:58:00,1
10474,485,2024-05-08 09:34:00,2024-05-08 18:23:00,1
10475,485,2024-05-09 09:20:00,2024-05-09 17:22:00,1
10476,485,2024-05-10 09:17:00,2024-05-10 18:01:00,1
10477,485,2024-05-13 09:14:00,2024-05-13 18:56:00,1
10478,485,2024-05-14 09:23:00,2024-05-14 18:51:00,1
10479,485,2024-05-15 09:40:00,2024-05-15 17:28:00,1
10480,485,2024-05-16 09:19:00,2024-05-16 18:28:00,1
10481,485,2024-05-17 09:37:00,2024-05-17 18:09:00,1
10482,485,2024-05-20 08:58:00,2024-05-20 17:34:00,1
10483,485,2024-05-21 09:21:00,2024-05-21 18:54:00,1
10484,485,2024-05-22 09:04:00,2024-05-22 18:21:00,1
10485,485,2024-05-23 09:37:00,2024-05-23 17:58:00,1
10486,485,2024-05-24 09:10:00,2024-05-24 17:07:00,1
10487,485,2024-05-27 09:11:00,2024-05-27 17:55:00,1
10488,485,2024-05-28 09:23:00,2024-05-28 18:20:00,1
10489,485,2024-05-29 09:22:00,2024-05-29 18:04:00,1
10490,485,2024-05-30 09:32:00,2024-05-30 16:42:00,1
10491,486,2024-05-01 14:33:00,2024-05-01 21:43:00,2
10492,486,2024-05-02 13:52:00,2024-05-02 22:12:00,2
10493,486,2024-05-03 14:30:00,2024-05-03 22:54:00,2
10494,486,2024-05-06 14:36:00,2024-05-06 22:31:00,2
10495,486,2024-05-07 14:13:00,2024-05-07 22:28:00,2
10496,486,2024-05-08 13:57:00,2024-05-08 21:47:00,2
10497,486,2024-05-09 14:20:00,2024-05-09 22:20:00,2
10498,486,2024-05-10 14:01:00,2024-05-10 23:51:00,2
10499,486,2024-05-13 14:03:00,2024-05-13 23:07:00,2
10500,486,2024-05-14 14:25:00,2024-05-14 23:43:00,2
10501,486,2024-05-15 13:57:00,2024-05-15 22:35:00,2
10502,486,2024-05-16 14:14:00,2024-05-16 23:49:00,2
10503,486,2024-05-17 14:07:00,2024-05-17 22:15:00,2
10504,486,2024-05-20 14:29:00,2024-05-20 21:50:00,2
10505,486,2024-05-21 14:02:00,2024-05-21 23:52:00,2
10506,486,2024-05-22 14:22:00,2024-05-22 23:09:00,2
10507,486,2024-05-23 14:39:00,2024-05-23 23:08:00,2
10508,486,2024-05-24 14:11:00,2024-05-24 23:29:00,2
10509,486,2024-05-27 14:18:00,2024-05-27 23:37:00,2
10510,486,2024-05-28 14:25:00,2024-05-28 22:57:00,2
10511,486,2024-05-29 13:54:00,2024-05-29 21:58:00,2
10512,486,2024-05-30 14:26:00,2024-05-30 23:55:00,2
10513,487,2024-05-01 09:39:00,2024-05-01 17:07:00,1
10514,487,2024-05-02 09:30:00,2024-05-02 17:36:00,1
10515,487,2024-05-03 09:26:00,2024-05-03 18:48:00,1
10516,487,2024-05-06 09:05:00,2024-05-06 18:17:00,1
10517,487,2024-05-07 09:36:00,2024-05-07 18:42:00,1
10518,487,2024-05-08 09:39:00,2024-05-08 17:03:00,1
10519,487,2024-05-09 09:23:00,2024-05-09 18:01:00,1
10520,487,2024-05-10 08:59:00,2024-05-10 17:25:00,1
10521,487,2024-05-13 08:59:00,2024-05-13 17:43:00,1
10522,487,2024-05-14 09:33:00,2024-05-14 16:44:00,1
10523,487,2024-05-15 09:02:00,2024-05-15 18:35:00,1
10524,487,2024-05-16 09:21:00,2024-05-16 17:39:00,1
10525,487,2024-05-17 09:24:00,2024-05-17 17:06:00,1
10526,487,2024-05-20 09:05:00,2024-05-20 16:49:00,1
10527,487,2024-05-21 08:58:00,2024-05-21 18:34:00,1
10528,487,2024-05-22 09:02:00,2024-05-22 17:14:00,1
10529,487,2024-05-23 09:17:00,2024-05-23 18:49:00,1
10530,487,2024-05-24 08:52:00,2024-05-24 18:35:00,1
10531,487,2024-05-27 09:19:00,2024-05-27 18:52:00,1
10532,487,2024-05-28 09:39:00,2024-05-28 17:31:00,1
10533,487,2024-05-29 09:04:00,2024-05-29 17:42:00,1
10534,487,2024-05-30 09:30:00,2024-05-30 17:29:00,1
10535,488,2024-05-01 09:27:00,2024-05-01 18:29:00,1
10536,488,2024-05-02 09:37:00,2024-05-02 18:21:00,1
10537,488,2024-05-03 09:18:00,2024-05-03 18:51:00,1
10538,488,2024-05-06 09:02:00,2024-05-06 17:24:00,1
10539,488,2024-05-07 09:37:00,2024-05-07 18:02:00,1
10540,488,2024-05-08 08:50:00,2024-05-08 18:59:00,1
10541,488,2024-05-09 08:59:00,2024-05-09 17:56:00,1
10542,488,2024-05-10 09:38:00,2024-05-10 17:49:00,1
10543,488,2024-05-13 08:57:00,2024-05-13 17:47:00,1
10544,488,2024-05-14 09:35:00,2024-05-14 18:31:00,1
10545,488,2024-05-15 09:38:00,2024-05-15 18:25:00,1
10546,488,2024-05-16 08:51:00,2024-05-16 17:56:00,1
10547,488,2024-05-17 09:04:00,2024-05-17 17:38:00,1
10548,488,2024-05-20 09:29:00,2024-05-20 17:09:00,1
10549,488,2024-05-21 09:39:00,2024-05-21 17:51:00,1
10550,488,2024-05-22 09:28:00,2024-05-22 17:23:00,1
10551,488,2024-05-23 08:58:00,2024-05-23 17:09:00,1
10552,488,2024-05-24 09:26:00,2024-05-24 18:07:00,1
10553,488,2024-05-27 09:18:00,2024-05-27 17:08:00,1
10554,488,2024-05-28 09:30:00,2024-05-28 16:59:00,1
10555,488,2024-05-29 09:12:00,2024-05-29 17:57:00,1
10556,488,2024-05-30 09:25:00,2024-05-30 18:06:00,1
10557,489,2024-05-01 14:08:00,2024-05-01 22:46:00,2
10558,489,2024-05-02 14:03:00,2024-05-02 22:04:00,2
10559,489,2024-05-03 14:40:00,2024-05-03 22:24:00,2
10560,489,2024-05-06 14:13:00,2024-05-06 23:13:00,2
10561,489,2024-05-07 14:38:00,2024-05-07 22:50:00,2
10562,489,2024-05-08 14:16:00,2024-05-08 23:41:00,2
10563,489,2024-05-09 13:58:00,2024-05-09 22:04:00,2
10564,489,2024-05-10 14:28:00,2024-05-10 23:46:00,2
10565,489,2024-05-13 13:57:00,2024-05-13 22:50:00,2
10566,489,2024-05-14 14:25:00,2024-05-14 22:54:00,2
10567,489,2024-05-15 13:57:00,2024-05-15 21:44:00,2
10568,489,2024-05-16 14:10:00,2024-05-16 22:50:00,2
10569,489,2024-05-17 13:58:00,2024-05-17 23:32:00,2
10570,489,2024-05-20 14:26:00,2024-05-20 22:32:00,2
10571,489,2024-05-21 14:39:00,2024-05-21 22:12:00,2
10572,489,2024-05-22 13:58:00,2024-05-22 23:03:00,2
10573,489,2024-05-23 14:17:00,2024-05-23 22:57:00,2
10574,489,2024-05-24 14:29:00,2024-05-25 00:00:00,2
10575,489,2024-05-27 14:36:00,2024-05-27 21:59:00,2
10576,489,2024-05-28 13:56:00,2024-05-28 23:42:00,2
10577,489,2024-05-29 14:40:00,2024-05-29 22:52:00,2
10578,489,2024-05-30 14:36:00,2024-05-30 23:12:00,2
10579,490,2024-05-01 14:08:00,2024-05-01 22:28:00,2
10580,490,2024-05-02 14:05:00,2024-05-02 22:42:00,2
10581,490,2024-05-03 14:29:00,2024-05-03 22:21:00,2
10582,490,2024-05-06 14:04:00,2024-05-06 23:48:00,2
10583,490,2024-05-07 14:35:00,2024-05-07 23:04:00,2
10584,490,2024-05-08 14:13:00,2024-05-08 23:23:00,2
10585,490,2024-05-09 13:52:00,2024-05-09 22:23:00,2
10586,490,2024-05-10 14:27:00,2024-05-10 22:43:00,2
10587,490,2024-05-13 14:39:00,2024-05-13 22:46:00,2
10588,490,2024-05-14 14:32:00,2024-05-14 23:25:00,2
10589,490,2024-05-15 14:19:00,2024-05-15 21:43:00,2
10590,490,2024-05-16 13:56:00,2024-05-16 23:31:00,2
10591,490,2024-05-17 13:51:00,2024-05-17 22:18:00,2
10592,490,2024-05-20 14:38:00,2024-05-20 22:47:00,2
10593,490,2024-05-21 13:52:00,2024-05-21 22:05:00,2
10594,490,2024-05-22 14:38:00,2024-05-23 00:00:00,2
10595,490,2024-05-23 14:31:00,2024-05-23 21:40:00,2
10596,490,2024-05-24 14:14:00,2024-05-24 22:33:00,2
10597,490,2024-05-27 14:15:00,2024-05-27 22:14:00,2
10598,490,2024-05-28 13:50:00,2024-05-28 22:26:00,2
10599,490,2024-05-29 14:18:00,2024-05-29 22:29:00,2
10600,490,2024-05-30 14:17:00,2024-05-30 23:36:00,2
10601,491,2024-05-01 09:01:00,2024-05-01 18:37:00,1
10602,491,2024-05-02 09:21:00,2024-05-02 19:00:00,1
10603,491,2024-05-03 09:35:00,2024-05-03 17:37:00,1
10604,491,2024-05-06 09:30:00,2024-05-06 18:44:00,1
10605,491,2024-05-07 09:29:00,2024-05-07 18:24:00,1
10606,491,2024-05-08 09:10:00,2024-05-08 17:26:00,1
10607,491,2024-05-09 08:58:00,2024-05-09 18:48:00,1
10608,491,2024-05-10 09:03:00,2024-05-10 18:31:00,1
10609,491,2024-05-13 08:56:00,2024-05-13 17:59:00,1
10610,491,2024-05-14 08:56:00,2024-05-14 19:00:00,1
10611,491,2024-05-15 09:37:00,2024-05-15 18:59:00,1
10612,491,2024-05-16 09:07:00,2024-05-16 16:47:00,1
10613,491,2024-05-17 09:14:00,2024-05-17 18:04:00,1
10614,491,2024-05-20 09:34:00,2024-05-20 18:35:00,1
10615,491,2024-05-21 09:19:00,2024-05-21 16:46:00,1
10616,491,2024-05-22 09:28:00,2024-05-22 16:57:00,1
10617,491,2024-05-23 09:37:00,2024-05-23 18:05:00,1
10618,491,2024-05-24 09:18:00,2024-05-24 18:15:00,1
10619,491,2024-05-27 09:00:00,2024-05-27 18:11:00,1
10620,491,2024-05-28 08:56:00,2024-05-28 16:40:00,1
10621,491,2024-05-29 09:09:00,2024-05-29 18:04:00,1
10622,491,2024-05-30 09:26:00,2024-05-30 18:51:00,1
10623,492,2024-05-01 14:38:00,2024-05-01 22:59:00,2
10624,492,2024-05-02 13:59:00,2024-05-02 23:36:00,2
10625,492,2024-05-03 14:12:00,2024-05-03 23:16:00,2
10626,492,2024-05-06 14:22:00,2024-05-06 21:50:00,2
10627,492,2024-05-07 13:55:00,2024-05-07 22:16:00,2
10628,492,2024-05-08 14:26:00,2024-05-08 21:45:00,2
10629,492,2024-05-09 13:58:00,2024-05-09 23:38:00,2
10630,492,2024-05-10 14:05:00,2024-05-10 23:51:00,2
10631,492,2024-05-13 14:33:00,2024-05-13 22:28:00,2
10632,492,2024-05-14 14:40:00,2024-05-14 22:26:00,2
10633,492,2024-05-15 14:22:00,2024-05-15 21:58:00,2
10634,492,2024-05-16 14:40:00,2024-05-16 23:03:00,2
10635,492,2024-05-17 14:28:00,2024-05-17 23:21:00,2
10636,492,2024-05-20 14:06:00,2024-05-20 22:25:00,2
10637,492,2024-05-21 14:32:00,2024-05-21 23:33:00,2
10638,492,2024-05-22 13:53:00,2024-05-22 23:12:00,2
10639,492,2024-05-23 14:40:00,2024-05-23 22:10:00,2
10640,492,2024-05-24 14:37:00,2024-05-24 21:41:00,2
10641,492,2024-05-27 14:29:00,2024-05-27 23:28:00,2
10642,492,2024-05-28 14:34:00,2024-05-28 22:26:00,2
10643,492,2024-05-29 14:15:00,2024-05-29 21:50:00,2
10644,492,2024-05-30 13:57:00,2024-05-30 21:50:00,2
10645,493,2024-05-01 14:11:00,2024-05-01 22:28:00,2
10646,493,2024-05-02 14:04:00,2024-05-02 21:54:00,2
10647,493,2024-05-03 13:58:00,2024-05-03 22:03:00,2
10648,493,2024-05-06 14:17:00,2024-05-06 23:44:00,2
10649,493,2024-05-07 14:36:00,2024-05-07 21:45:00,2
10650,493,2024-05-08 14:00:00,2024-05-08 23:23:00,2
10651,493,2024-05-09 13:55:00,2024-05-09 23:50:00,2
10652,493,2024-05-10 13:59:00,2024-05-10 23:33:00,2
10653,493,2024-05-13 14:20:00,2024-05-14 00:00:00,2
10654,493,2024-05-14 14:05:00,2024-05-14 23:36:00,2
10655,493,2024-05-15 13:56:00,2024-05-15 22:14:00,2
10656,493,2024-05-16 14:10:00,2024-05-16 23:03:00,2
10657,493,2024-05-17 14:26:00,2024-05-17 23:08:00,2
10658,493,2024-05-21 14:00:00,2024-05-21 23:51:00,2
10659,493,2024-05-22 13:52:00,2024-05-22 23:38:00,2
10660,493,2024-05-23 14:13:00,2024-05-23 23:55:00,2
10661,493,2024-05-24 14:04:00,2024-05-24 23:50:00,2
10662,493,2024-05-27 13:52:00,2024-05-27 23:11:00,2
10663,493,2024-05-28 14:01:00,2024-05-28 23:35:00,2
10664,493,2024-05-29 14:22:00,2024-05-29 22:03:00,2
10665,493,2024-05-30 14:25:00,2024-05-30 23:33:00,2
10666,494,2024-05-01 09:20:00,2024-05-01 17:29:00,1
10667,494,2024-05-02 08:54:00,2024-05-02 17:06:00,1
10668,494,2024-05-03 09:19:00,2024-05-03 17:44:00,1
10669,494,2024-05-06 09:16:00,2024-05-06 17:27:00,1
10670,494,2024-05-07 09:11:00,2024-05-07 18:37:00,1
10671,494,2024-05-08 09:33:00,2024-05-08 18:55:00,1
10672,494,2024-05-09 09:39:00,2024-05-09 17:45:00,1
10673,494,2024-05-10 09:03:00,2024-05-10 17:25:00,1
10674,494,2024-05-13 08:57:00,2024-05-13 17:39:00,1
10675,494,2024-05-14 09:32:00,2024-05-14 17:39:00,1
10676,494,2024-05-15 09:17:00,2024-05-15 18:25:00,1
10677,494,2024-05-16 08:59:00,2024-05-16 16:47:00,1
10678,494,2024-05-17 09:35:00,2024-05-17 17:24:00,1
10679,494,2024-05-20 08:52:00,2024-05-20 17:08:00,1
10680,494,2024-05-21 09:28:00,2024-05-21 17:46:00,1
10681,494,2024-05-22 08:56:00,2024-05-22 16:57:00,1
10682,494,2024-05-23 08:51:00,2024-05-23 18:13:00,1
10683,494,2024-05-24 09:12:00,2024-05-24 17:55:00,1
10684,494,2024-05-27 09:19:00,2024-05-27 18:48:00,1
10685,494,2024-05-28 09:16:00,2024-05-28 17:35:00,1
10686,494,2024-05-29 09:15:00,2024-05-29 17:05:00,1
10687,494,2024-05-30 09:05:00,2024-05-30 18:00:00,1
10688,495,2024-05-01 14:00:00,2024-05-01 23:16:00,2
10689,495,2024-05-02 14:14:00,2024-05-02 22:15:00,2
10690,495,2024-05-03 14:27:00,2024-05-03 22:44:00,2
10691,495,2024-05-06 14:40:00,2024-05-06 23:41:00,2
10692,495,2024-05-07 14:28:00,2024-05-07 23:13:00,2
10693,495,2024-05-08 14:20:00,2024-05-08 23:27:00,2
10694,495,2024-05-09 14:38:00,2024-05-09 22:44:00,2
10695,495,2024-05-10 14:29:00,2024-05-10 22:58:00,2
10696,495,2024-05-13 14:23:00,2024-05-13 23:51:00,2
10697,495,2024-05-14 13:54:00,2024-05-14 23:10:00,2
10698,495,2024-05-15 14:11:00,2024-05-15 21:51:00,2
10699,495,2024-05-16 14:26:00,2024-05-16 23:05:00,2
10700,495,2024-05-17 14:22:00,2024-05-17 22:19:00,2
10701,495,2024-05-20 14:20:00,2024-05-20 22:07:00,2
10702,495,2024-05-21 14:28:00,2024-05-21 23:22:00,2
10703,495,2024-05-22 14:03:00,2024-05-22 23:39:00,2
10704,495,2024-05-23 14:18:00,2024-05-23 21:40:00,2
10705,495,2024-05-24 14:27:00,2024-05-25 00:00:00,2
10706,495,2024-05-27 14:33:00,2024-05-27 22:58:00,2
10707,495,2024-05-28 14:38:00,2024-05-28 22:55:00,2
10708,495,2024-05-29 14:26:00,2024-05-29 21:42:00,2
10709,495,2024-05-30 14:07:00,2024-05-30 23:05:00,2
10710,496,2024-05-01 14:11:00,2024-05-01 22:47:00,2
10711,496,2024-05-02 13:53:00,2024-05-02 23:39:00,2
10712,496,2024-05-03 14:38:00,2024-05-03 22:55:00,2
10713,496,2024-05-06 14:16:00,2024-05-06 22:28:00,2
10714,496,2024-05-07 14:09:00,2024-05-07 23:18:00,2
10715,496,2024-05-08 14:31:00,2024-05-08 22:39:00,2
10716,496,2024-05-09 14:08:00,2024-05-09 23:44:00,2
10717,496,2024-05-10 14:27:00,2024-05-10 23:44:00,2
10718,496,2024-05-13 14:30:00,2024-05-13 21:56:00,2
10719,496,2024-05-14 14:07:00,2024-05-14 22:48:00,2
10720,496,2024-05-15 14:19:00,2024-05-15 23:06:00,2
10721,496,2024-05-16 14:39:00,2024-05-16 23:01:00,2
10722,496,2024-05-17 13:57:00,2024-05-17 22:52:00,2
10723,496,2024-05-20 14:27:00,2024-05-20 23:51:00,2
10724,496,2024-05-21 14:10:00,2024-05-21 22:27:00,2
10725,496,2024-05-22 14:38:00,2024-05-22 22:22:00,2
10726,496,2024-05-23 14:40:00,2024-05-23 22:02:00,2
10727,496,2024-05-24 14:13:00,2024-05-24 22:08:00,2
10728,496,2024-05-27 14:23:00,2024-05-27 22:22:00,2
10729,496,2024-05-28 13:59:00,2024-05-28 23:41:00,2
10730,496,2024-05-29 13:53:00,2024-05-29 22:06:00,2
10731,496,2024-05-30 14:04:00,2024-05-30 21:49:00,2
10732,497,2024-05-01 14:13:00,2024-05-01 23:54:00,2
10733,497,2024-05-02 13:57:00,2024-05-02 21:44:00,2
10734,497,2024-05-03 14:20:00,2024-05-03 22:15:00,2
10735,497,2024-05-06 14:32:00,2024-05-06 22:07:00,2
10736,497,2024-05-07 14:02:00,2024-05-07 23:56:00,2
10737,497,2024-05-08 14:07:00,2024-05-08 22:23:00,2
10738,497,2024-05-09 14:23:00,2024-05-09 23:42:00,2
10739,497,2024-05-10 14:40:00,2024-05-10 21:51:00,2
10740,497,2024-05-13 14:04:00,2024-05-13 21:54:00,2
10741,497,2024-05-14 13:53:00,2024-05-14 21:52:00,2
10742,497,2024-05-15 14:35:00,2024-05-15 23:28:00,2
10743,497,2024-05-16 14:32:00,2024-05-16 23:31:00,2
10744,497,2024-05-17 13:50:00,2024-05-17 21:54:00,2
10745,497,2024-05-20 14:00:00,2024-05-20 22:08:00,2
10746,497,2024-05-21 14:12:00,2024-05-21 22:28:00,2
10747,497,2024-05-22 14:29:00,2024-05-22 22:59:00,2
10748,497,2024-05-23 14:37:00,2024-05-23 22:02:00,2
10749,497,2024-05-24 13:58:00,2024-05-24 22:46:00,2
10750,497,2024-05-27 14:28:00,2024-05-27 23:59:00,2
10751,497,2024-05-28 14:02:00,2024-05-28 21:45:00,2
10752,497,2024-05-29 13:53:00,2024-05-29 22:14:00,2
10753,497,2024-05-30 14:16:00,2024-05-30 23:31:00,2
10754,498,2024-05-01 09:14:00,2024-05-01 18:45:00,1
10755,498,2024-05-02 08:52:00,2024-05-02 17:06:00,1
10756,498,2024-05-03 09:16:00,2024-05-03 17:55:00,1
10757,498,2024-05-06 09:16:00,2024-05-06 18:40:00,1
10758,498,2024-05-07 09:11:00,2024-05-07 18:25:00,1
10759,498,2024-05-08 09:03:00,2024-05-08 17:52:00,1
10760,498,2024-05-09 09:11:00,2024-05-09 16:57:00,1
10761,498,2024-05-10 09:39:00,2024-05-10 17:34:00,1
10762,498,2024-05-13 09:07:00,2024-05-13 17:34:00,1
10763,498,2024-05-14 09:05:00,2024-05-14 17:35:00,1
10764,498,2024-05-15 08:56:00,2024-05-15 17:03:00,1
10765,498,2024-05-16 09:04:00,2024-05-16 18:53:00,1
10766,498,2024-05-17 09:22:00,2024-05-17 17:33:00,1
10767,498,2024-05-20 09:40:00,2024-05-20 17:48:00,1
10768,498,2024-05-21 09:04:00,2024-05-21 17:04:00,1
10769,498,2024-05-22 09:37:00,2024-05-22 17:10:00,1
10770,498,2024-05-23 09:31:00,2024-05-23 18:37:00,1
10771,498,2024-05-24 09:09:00,2024-05-24 17:07:00,1
10772,498,2024-05-27 09:34:00,2024-05-27 17:41:00,1
10773,498,2024-05-28 09:26:00,2024-05-28 18:24:00,1
10774,498,2024-05-29 09:18:00,2024-05-29 17:24:00,1
10775,498,2024-05-30 09:02:00,2024-05-30 18:48:00,1
10776,499,2024-05-01 08:52:00,2024-05-01 16:43:00,1
10777,499,2024-05-02 09:12:00,2024-05-02 17:31:00,1
10778,499,2024-05-03 09:40:00,2024-05-03 17:04:00,1
10779,499,2024-05-06 09:33:00,2024-05-06 17:38:00,1
10780,499,2024-05-07 09:19:00,2024-05-07 17:51:00,1
10781,499,2024-05-08 09:34:00,2024-05-08 18:17:00,1
10782,499,2024-05-09 09:28:00,2024-05-09 18:02:00,1
10783,499,2024-05-10 09:04:00,2024-05-10 18:59:00,1
10784,499,2024-05-13 09:18:00,2024-05-13 18:06:00,1
10785,499,2024-05-14 09:14:00,2024-05-14 16:40:00,1
10786,499,2024-05-15 08:57:00,2024-05-15 17:36:00,1
10787,499,2024-05-16 08:57:00,2024-05-16 16:52:00,1
10788,499,2024-05-17 09:11:00,2024-05-17 18:52:00,1
10789,499,2024-05-20 08:50:00,2024-05-20 17:39:00,1
10790,499,2024-05-21 09:05:00,2024-05-21 18:37:00,1
10791,499,2024-05-22 09:02:00,2024-05-22 17:01:00,1
10792,499,2024-05-23 09:35:00,2024-05-23 18:16:00,1
10793,499,2024-05-24 09:07:00,2024-05-24 16:41:00,1
10794,499,2024-05-27 09:31:00,2024-05-27 17:50:00,1
10795,499,2024-05-28 09:00:00,2024-05-28 18:16:00,1
10796,499,2024-05-29 09:10:00,2024-05-29 16:40:00,1
10797,499,2024-05-30 09:14:00,2024-05-30 17:56:00,1
10798,500,2024-05-01 09:12:00,2024-05-01 18:32:00,1
10799,500,2024-05-02 09:37:00,2024-05-02 18:38:00,1
10800,500,2024-05-03 09:38:00,2024-05-03 18:32:00,1
10801,500,2024-05-06 09:11:00,2024-05-06 17:02:00,1
10802,500,2024-05-07 09:13:00,2024-05-07 17:38:00,1
10803,500,2024-05-08 09:06:00,2024-05-08 18:07:00,1
10804,500,2024-05-09 08:59:00,2024-05-09 17:27:00,1
10805,500,2024-05-10 09:04:00,2024-05-10 19:00:00,1
10806,500,2024-05-13 09:34:00,2024-05-13 18:47:00,1
10807,500,2024-05-14 09:26:00,2024-05-14 17:41:00,1
10808,500,2024-05-15 09:12:00,2024-05-15 16:43:00,1
10809,500,2024-05-16 09:40:00,2024-05-16 18:25:00,1
10810,500,2024-05-17 09:39:00,2024-05-17 18:53:00,1
10811,500,2024-05-20 09:10:00,2024-05-20 18:34:00,1
10812,500,2024-05-21 09:18:00,2024-05-21 16:45:00,1
10813,500,2024-05-22 09:38:00,2024-05-22 17:20:00,1
10814,500,2024-05-23 09:04:00,2024-05-23 16:57:00,1
10815,500,2024-05-24 09:04:00,2024-05-24 18:19:00,1
10816,500,2024-05-27 09:18:00,2024-05-27 17:33:00,1
10817,500,2024-05-28 09:15:00,2024-05-28 17:03:00,1
10818,500,2024-05-29 08:53:00,2024-05-29 17:44:00,1
10819,500,2024-05-30 08:50:00,2024-05-30 18:31:00,1
10820,501,2024-05-01 09:25:00,2024-05-01 17:47:00,1
10821,501,2024-05-02 09:17:00,2024-05-02 17:24:00,1
10822,501,2024-05-03 09:28:00,2024-05-03 16:48:00,1
10823,501,2024-05-06 09:08:00,2024-05-06 18:48:00,1
10824,501,2024-05-07 09:17:00,2024-05-07 16:44:00,1
10825,501,2024-05-08 09:02:00,2024-05-08 16:52:00,1
10826,501,2024-05-09 09:16:00,2024-05-09 17:31:00,1
10827,501,2024-05-10 09:05:00,2024-05-10 17:15:00,1
10828,501,2024-05-13 09:34:00,2024-05-13 17:42:00,1
10829,501,2024-05-14 09:21:00,2024-05-14 17:07:00,1
10830,501,2024-05-15 09:14:00,2024-05-15 16:48:00,1
10831,501,2024-05-16 09:33:00,2024-05-16 17:45:00,1
10832,501,2024-05-17 09:36:00,2024-05-17 18:54:00,1
10833,501,2024-05-20 09:29:00,2024-05-20 18:47:00,1
10834,501,2024-05-21 09:08:00,2024-05-21 18:11:00,1
10835,501,2024-05-22 09:14:00,2024-05-22 17:34:00,1
10836,501,2024-05-23 08:56:00,2024-05-23 17:28:00,1
10837,501,2024-05-24 08:53:00,2024-05-24 17:15:00,1
10838,501,2024-05-28 09:31:00,2024-05-28 18:07:00,1
10839,501,2024-05-29 09:18:00,2024-05-29 18:29:00,1
10840,501,2024-05-30 09:33:00,2024-05-30 16:52:00,1
10841,502,2024-05-01 09:15:00,2024-05-01 18:02:00,1
10842,502,2024-05-02 09:31:00,2024-05-02 17:06:00,1
10843,502,2024-05-03 08:58:00,2024-05-03 18:31:00,1
10844,502,2024-05-06 09:07:00,2024-05-06 17:05:00,1
