id,emp_id,processed_by,processed_at,requested_at,start_date,end_date,reason,approval_status
486,1235,00000000-0000-0000-0000-000000000000,2025-03-14,2025-03-14,2025-03-16,2025-03-24,Annual,2
487,61,00000000-0000-0000-0000-000000000000,2026-03-01,2026-03-01,2026-03-11,2026-03-19,Annual,1
488,1286,00000000-0000-0000-0000-000000000000,2025-05-27,2025-05-27,2025-05-31,2025-06-03,Maternity/Paternity,1
489,144,00000000-0000-0000-0000-000000000000,2025-09-08,2025-09-08,2025-09-11,2025-09-14,Annual,1
490,857,00000000-0000-0000-0000-000000000000,2025-05-10,2025-05-10,2025-05-24,2025-05-24,Annual,0
491,444,00000000-0000-0000-0000-000000000000,2025-11-02,2025-11-02,2025-11-06,2025-11-14,Annual,1
492,204,00000000-0000-0000-0000-000000000000,2025-06-10,2025-06-10,2025-06-19,2025-06-22,Annual,1
493,1196,00000000-0000-0000-0000-000000000000,2025-11-24,2025-11-24,2025-11-26,2025-11-28,Annual,0
494,1044,00000000-0000-0000-0000-000000000000,2025-07-11,2025-07-11,2025-07-25,2025-07-29,Sick,1
495,1449,00000000-0000-0000-0000-000000000000,2025-08-29,2025-08-29,2025-09-08,2025-09-16,Annual,0
496,983,00000000-0000-0000-0000-000000000000,2026-03-04,2026-03-04,2026-03-10,2026-03-16,Annual,1
497,381,00000000-0000-0000-0000-000000000000,2025-10-12,2025-10-12,2025-10-26,2025-11-01,Annual,0
498,482,00000000-0000-0000-0000-000000000000,2025-09-04,2025-09-04,2025-09-09,2025-09-16,Unpaid,1
499,1236,00000000-0000-0000-0000-000000000000,2025-11-29,2025-11-29,2025-12-01,2025-12-04,Annual,1
500,680,00000000-0000-0000-0000-000000000000,2025-03-03,2025-03-03,2025-03-17,2025-03-25,Annual,1
501,834,00000000-0000-0000-0000-000000000000,2026-03-22,2026-03-22,2026-03-24,2026-03-25,Annual,1
502,1349,00000000-0000-0000-0000-000000000000,2025-01-03,2025-01-03,2025-01-05,2025-01-13,Annual,1
503,983,00000000-0000-0000-0000-000000000000,2025-05-20,2025-05-20,2025-06-03,2025-06-03,Maternity/Paternity,0
504,399,00000000-0000-0000-0000-000000000000,2026-02-28,2026-02-28,2026-03-09,2026-03-12,Annual,1
505,1009,00000000-0000-0000-0000-000000000000,2025-02-18,2025-02-18,2025-02-28,2025-03-04,Annual,1
506,474,00000000-0000-0000-0000-000000000000,2026-01-19,2026-01-19,2026-01-26,2026-01-26,Annual,1
507,453,00000000-0000-0000-0000-000000000000,2025-05-22,2025-05-22,2025-05-24,2025-05-24,Annual,1
508,926,00000000-0000-0000-0000-000000000000,2025-05-09,2025-05-09,2025-05-16,2025-05-16,Annual,1
509,3,00000000-0000-0000-0000-000000000000,2025-06-19,2025-06-19,2025-06-28,2025-07-03,Annual,1
510,1452,00000000-0000-0000-0000-000000000000,2025-08-07,2025-08-07,2025-08-09,2025-08-12,Annual,1
511,1067,00000000-0000-0000-0000-000000000000,2025-01-04,2025-01-04,2025-01-13,2025-01-22,Annual,1
512,790,00000000-0000-0000-0000-000000000000,2025-03-23,2025-03-23,2025-03-28,2025-03-31,Sick,1
513,1087,00000000-0000-0000-0000-000000000000,2025-08-12,2025-08-12,2025-08-26,2025-08-27,Annual,1
514,1239,00000000-0000-0000-0000-000000000000,2026-01-15,2026-01-15,2026-01-23,2026-01-25,Annual,0
515,683,00000000-0000-0000-0000-000000000000,2025-03-01,2025-03-01,2025-03-04,2025-03-11,Annual,1
516,1440,00000000-0000-0000-0000-000000000000,2025-04-13,2025-04-13,2025-04-16,2025-04-22,Annual,1
517,1381,00000000-0000-0000-0000-000000000000,2025-05-28,2025-05-28,2025-06-04,2025-06-11,Sick,1
518,1394,00000000-0000-0000-0000-000000000000,2025-05-30,2025-05-30,2025-06-09,2025-06-12,Sick,1
519,477,00000000-0000-0000-0000-000000000000,2025-09-10,2025-09-10,2025-09-12,2025-09-17,Annual,1
520,202,00000000-0000-0000-0000-000000000000,2025-02-05,2025-02-05,2025-02-16,2025-02-25,Annual,1
521,1270,00000000-0000-0000-0000-000000000000,2025-11-14,2025-11-14,2025-11-26,2025-12-05,Annual,1
522,524,00000000-0000-0000-0000-000000000000,2026-01-31,2026-01-31,2026-02-06,2026-02-09,Sick,1
523,650,00000000-0000-0000-0000-000000000000,2025-10-12,2025-10-12,2025-10-23,2025-10-29,Sick,1
524,491,00000000-0000-0000-0000-000000000000,2025-03-19,2025-03-19,2025-03-22,2025-03-22,Sick,1
525,922,00000000-0000-0000-0000-000000000000,2025-03-12,2025-03-12,2025-03-26,2025-03-28,Annual,0
526,1089,00000000-0000-0000-0000-000000000000,2025-09-29,2025-09-29,2025-10-10,2025-10-10,Annual,1
527,142,00000000-0000-0000-0000-000000000000,2025-11-02,2025-11-02,2025-11-11,2025-11-15,Unpaid,1
528,372,00000000-0000-0000-0000-000000000000,2026-01-16,2026-01-16,2026-01-29,2026-02-06,Sick,1
529,628,00000000-0000-0000-0000-000000000000,2025-06-20,2025-06-20,2025-06-29,2025-07-07,Annual,1
530,628,00000000-0000-0000-0000-000000000000,2025-08-19,2025-08-19,2025-08-31,2025-08-31,Unpaid,1
531,1071,00000000-0000-0000-0000-000000000000,2025-05-27,2025-05-27,2025-05-30,2025-06-02,Sick,0
532,433,00000000-0000-0000-0000-000000000000,2025-07-21,2025-07-21,2025-07-25,2025-08-02,Annual,1
533,1184,00000000-0000-0000-0000-000000000000,2025-05-18,2025-05-18,2025-05-24,2025-05-26,Annual,2
534,86,00000000-0000-0000-0000-000000000000,2025-06-09,2025-06-09,2025-06-22,2025-06-24,Unpaid,1
535,691,00000000-0000-0000-0000-000000000000,2025-07-07,2025-07-07,2025-07-20,2025-07-24,Annual,1
536,86,00000000-0000-0000-0000-000000000000,2026-03-23,2026-03-23,2026-03-31,2026-04-04,Annual,0
537,1338,00000000-0000-0000-0000-000000000000,2025-10-03,2025-10-03,2025-10-07,2025-10-09,Sick,1
538,40,00000000-0000-0000-0000-000000000000,2025-04-28,2025-04-28,2025-05-10,2025-05-13,Annual,1
539,1361,00000000-0000-0000-0000-000000000000,2025-04-13,2025-04-13,2025-04-15,2025-04-19,Annual,1
540,994,00000000-0000-0000-0000-000000000000,2025-03-29,2025-03-29,2025-04-12,2025-04-15,Annual,1
541,234,00000000-0000-0000-0000-000000000000,2025-02-20,2025-02-20,2025-03-06,2025-03-10,Annual,1
542,1007,00000000-0000-0000-0000-000000000000,2025-11-27,2025-11-27,2025-12-02,2025-12-10,Sick,1
543,761,00000000-0000-0000-0000-000000000000,2025-02-10,2025-02-10,2025-02-20,2025-03-01,Sick,1
544,435,00000000-0000-0000-0000-000000000000,2025-03-31,2025-03-31,2025-04-11,2025-04-12,Annual,1
545,137,00000000-0000-0000-0000-000000000000,2025-01-18,2025-01-18,2025-01-31,2025-02-08,Annual,1
546,1337,00000000-0000-0000-0000-000000000000,2025-11-13,2025-11-13,2025-11-20,2025-11-28,Unpaid,1
547,1448,00000000-0000-0000-0000-000000000000,2025-06-29,2025-06-29,2025-07-08,2025-07-17,Annual,1
548,254,00000000-0000-0000-0000-000000000000,2025-06-23,2025-06-23,2025-07-01,2025-07-07,Sick,1
549,1017,00000000-0000-0000-0000-000000000000,2025-05-07,2025-05-07,2025-05-10,2025-05-18,Unpaid,1
550,218,00000000-0000-0000-0000-000000000000,2025-11-24,2025-11-24,2025-11-29,2025-12-08,Annual,1
551,703,00000000-0000-0000-0000-000000000000,2025-11-01,2025-11-01,2025-11-14,2025-11-21,Sick,1
552,1348,00000000-0000-0000-0000-000000000000,2026-01-21,2026-01-21,2026-01-24,2026-01-29,Annual,1
553,292,00000000-0000-0000-0000-000000000000,2025-03-02,2025-03-02,2025-03-14,2025-03-19,Annual,1
554,1248,00000000-0000-0000-0000-000000000000,2025-09-23,2025-09-23,2025-10-02,2025-10-05,Annual,1
555,316,00000000-0000-0000-0000-000000000000,2025-04-01,2025-04-01,2025-04-15,2025-04-17,Unpaid,1
556,618,00000000-0000-0000-0000-000000000000,2025-04-13,2025-04-13,2025-04-16,2025-04-21,Sick,1
557,1308,00000000-0000-0000-0000-000000000000,2025-12-06,2025-12-06,2025-12-11,2025-12-13,Maternity/Paternity,1
558,1167,00000000-0000-0000-0000-000000000000,2026-03-18,2026-03-18,2026-03-23,2026-04-01,Sick,0
559,738,00000000-0000-0000-0000-000000000000,2025-02-28,2025-02-28,2025-03-06,2025-03-11,Annual,0
560,88,00000000-0000-0000-0000-000000000000,2025-04-20,2025-04-20,2025-05-02,2025-05-05,Annual,1
561,105,00000000-0000-0000-0000-000000000000,2025-07-30,2025-07-30,2025-08-13,2025-08-17,Sick,1
562,904,00000000-0000-0000-0000-000000000000,2025-11-28,2025-11-28,2025-12-08,2025-12-12,Annual,0
563,800,00000000-0000-0000-0000-000000000000,2025-05-11,2025-05-11,2025-05-15,2025-05-18,Annual,0
564,501,00000000-0000-0000-0000-000000000000,2025-07-16,2025-07-16,2025-07-29,2025-08-06,Annual,1
565,1386,00000000-0000-0000-0000-000000000000,2025-01-06,2025-01-06,2025-01-10,2025-01-10,Sick,1
566,993,00000000-0000-0000-0000-000000000000,2026-03-06,2026-03-06,2026-03-09,2026-03-11,Annual,1
567,1008,00000000-0000-0000-0000-000000000000,2025-11-12,2025-11-12,2025-11-17,2025-11-17,Annual,1
568,1223,00000000-0000-0000-0000-000000000000,2025-12-10,2025-12-10,2025-12-18,2025-12-27,Annual,1
569,377,00000000-0000-0000-0000-000000000000,2025-06-18,2025-06-18,2025-06-26,2025-06-29,Annual,1
570,246,00000000-0000-0000-0000-000000000000,2025-11-21,2025-11-21,2025-11-28,2025-12-07,Sick,1
571,362,00000000-0000-0000-0000-000000000000,2025-04-14,2025-04-14,2025-04-22,2025-04-28,Annual,0
572,655,00000000-0000-0000-0000-000000000000,2025-04-08,2025-04-08,2025-04-17,2025-04-17,Annual,1
573,731,00000000-0000-0000-0000-000000000000,2025-09-04,2025-09-04,2025-09-09,2025-09-14,Unpaid,1
574,1285,00000000-0000-0000-0000-000000000000,2026-02-15,2026-02-15,2026-02-24,2026-02-26,Annual,1
575,312,00000000-0000-0000-0000-000000000000,2026-02-18,2026-02-18,2026-03-01,2026-03-01,Annual,1
576,537,00000000-0000-0000-0000-000000000000,2025-06-04,2025-06-04,2025-06-14,2025-06-22,Sick,1
577,43,00000000-0000-0000-0000-000000000000,2025-12-31,2025-12-31,2026-01-08,2026-01-16,Annual,1
578,731,00000000-0000-0000-0000-000000000000,2025-03-19,2025-03-19,2025-03-23,2025-03-28,Annual,0
579,1353,00000000-0000-0000-0000-000000000000,2025-06-26,2025-06-26,2025-07-10,2025-07-16,Sick,1
580,5,00000000-0000-0000-0000-000000000000,2026-01-05,2026-01-05,2026-01-19,2026-01-24,Sick,1
581,450,00000000-0000-0000-0000-000000000000,2025-07-27,2025-07-27,2025-08-08,2025-08-12,Annual,0
582,621,00000000-0000-0000-0000-000000000000,2025-10-13,2025-10-13,2025-10-16,2025-10-24,Annual,1
583,789,00000000-0000-0000-0000-000000000000,2025-12-20,2025-12-20,2025-12-30,2026-01-06,Annual,1
584,125,00000000-0000-0000-0000-000000000000,2026-01-18,2026-01-18,2026-01-22,2026-01-23,Sick,1
585,101,00000000-0000-0000-0000-000000000000,2026-03-21,2026-03-21,2026-04-04,2026-04-13,Sick,1
586,325,00000000-0000-0000-0000-000000000000,2025-07-26,2025-07-26,2025-08-09,2025-08-11,Maternity/Paternity,1
587,1008,00000000-0000-0000-0000-000000000000,2025-06-08,2025-06-08,2025-06-21,2025-06-23,Annual,1
588,903,00000000-0000-0000-0000-000000000000,2025-10-12,2025-10-12,2025-10-26,2025-10-31,Annual,1
589,68,00000000-0000-0000-0000-000000000000,2025-02-26,2025-02-26,2025-03-10,2025-03-12,Sick,1
590,8,00000000-0000-0000-0000-000000000000,2025-02-04,2025-02-04,2025-02-14,2025-02-23,Annual,1
591,992,00000000-0000-0000-0000-000000000000,2025-11-23,2025-11-23,2025-11-26,2025-12-03,Annual,1
592,55,00000000-0000-0000-0000-000000000000,2025-11-03,2025-11-03,2025-11-17,2025-11-22,Annual,0
593,660,00000000-0000-0000-0000-000000000000,2025-10-15,2025-10-15,2025-10-24,2025-10-27,Annual,1
594,941,00000000-0000-0000-0000-000000000000,2025-05-17,2025-05-17,2025-05-24,2025-05-26,Annual,1
595,258,00000000-0000-0000-0000-000000000000,2025-07-07,2025-07-07,2025-07-09,2025-07-14,Annual,1
596,354,00000000-0000-0000-0000-000000000000,2025-05-22,2025-05-22,2025-05-26,2025-05-31,Annual,1
597,173,00000000-0000-0000-0000-000000000000,2025-02-01,2025-02-01,2025-02-14,2025-02-22,Maternity/Paternity,1
598,693,00000000-0000-0000-0000-000000000000,2026-01-14,2026-01-14,2026-01-18,2026-01-24,Maternity/Paternity,0
599,1107,00000000-0000-0000-0000-000000000000,2025-12-20,2025-12-20,2025-12-27,2026-01-02,Sick,0
600,787,00000000-0000-0000-0000-000000000000,2026-02-01,2026-02-01,2026-02-14,2026-02-15,Annual,0
601,534,00000000-0000-0000-0000-000000000000,2026-02-06,2026-02-06,2026-02-11,2026-02-20,Annual,1
602,1088,00000000-0000-0000-0000-000000000000,2026-03-06,2026-03-06,2026-03-14,2026-03-18,Sick,1
603,365,00000000-0000-0000-0000-000000000000,2025-09-19,2025-09-19,2025-09-22,2025-10-01,Annual,1
604,108,00000000-0000-0000-0000-000000000000,2025-12-16,2025-12-16,2025-12-28,2026-01-02,Annual,1
605,1152,00000000-0000-0000-0000-000000000000,2025-09-23,2025-09-23,2025-09-27,2025-10-05,Annual,1
606,655,00000000-0000-0000-0000-000000000000,2025-11-04,2025-11-04,2025-11-14,2025-11-15,Annual,1
607,990,00000000-0000-0000-0000-000000000000,2025-06-15,2025-06-15,2025-06-29,2025-07-06,Annual,1
608,1,00000000-0000-0000-0000-000000000000,2025-02-28,2025-02-28,2025-03-13,2025-03-13,Annual,1
609,71,00000000-0000-0000-0000-000000000000,2025-06-08,2025-06-08,2025-06-19,2025-06-24,Sick,0
610,444,00000000-0000-0000-0000-000000000000,2026-02-05,2026-02-05,2026-02-11,2026-02-15,Annual,1
611,459,00000000-0000-0000-0000-000000000000,2025-06-01,2025-06-01,2025-06-03,2025-06-08,Annual,1
612,1255,00000000-0000-0000-0000-000000000000,2026-01-03,2026-01-03,2026-01-16,2026-01-22,Unpaid,1
613,100,00000000-0000-0000-0000-000000000000,2025-09-23,2025-09-23,2025-09-28,2025-10-01,Annual,1
614,435,00000000-0000-0000-0000-000000000000,2025-03-14,2025-03-14,2025-03-20,2025-03-27,Annual,1
615,1309,00000000-0000-0000-0000-000000000000,2025-03-14,2025-03-14,2025-03-16,2025-03-25,Unpaid,1
616,42,00000000-0000-0000-0000-000000000000,2025-05-01,2025-05-01,2025-05-11,2025-05-15,Annual,1
617,382,00000000-0000-0000-0000-000000000000,2025-08-03,2025-08-03,2025-08-17,2025-08-18,Unpaid,1
618,0,00000000-0000-0000-0000-000000000000,2025-12-04,2025-12-04,2025-12-12,2025-12-19,Annual,1
619,583,00000000-0000-0000-0000-000000000000,2025-04-15,2025-04-15,2025-04-20,2025-04-26,Sick,1
620,1100,00000000-0000-0000-0000-000000000000,2026-03-06,2026-03-06,2026-03-11,2026-03-17,Annual,1
621,283,00000000-0000-0000-0000-000000000000,2026-02-14,2026-02-14,2026-02-21,2026-02-23,Annual,1
622,1279,00000000-0000-0000-0000-000000000000,2025-07-06,2025-07-06,2025-07-19,2025-07-21,Annual,1
623,620,00000000-0000-0000-0000-000000000000,2025-01-14,2025-01-14,2025-01-23,2025-01-30,Sick,1
624,18,00000000-0000-0000-0000-000000000000,2025-02-23,2025-02-23,2025-03-07,2025-03-14,Annual,1
625,947,00000000-0000-0000-0000-000000000000,2025-09-16,2025-09-16,2025-09-29,2025-10-05,Annual,1
626,878,00000000-0000-0000-0000-000000000000,2025-01-21,2025-01-21,2025-02-01,2025-02-01,Unpaid,1
627,575,00000000-0000-0000-0000-000000000000,2025-12-18,2025-12-18,2025-12-27,2025-12-28,Maternity/Paternity,1
628,145,00000000-0000-0000-0000-000000000000,2025-08-20,2025-08-20,2025-09-03,2025-09-07,Sick,1
629,404,00000000-0000-0000-0000-000000000000,2026-01-31,2026-01-31,2026-02-10,2026-02-13,Sick,0
630,105,00000000-0000-0000-0000-000000000000,2025-09-15,2025-09-15,2025-09-26,2025-09-30,Sick,1
631,636,00000000-0000-0000-0000-000000000000,2026-03-03,2026-03-03,2026-03-11,2026-03-18,Annual,1
632,772,00000000-0000-0000-0000-000000000000,2025-04-24,2025-04-24,2025-05-06,2025-05-06,Annual,1
633,823,00000000-0000-0000-0000-000000000000,2025-11-23,2025-11-23,2025-12-05,2025-12-12,Annual,1
634,1431,00000000-0000-0000-0000-000000000000,2025-08-13,2025-08-13,2025-08-15,2025-08-23,Unpaid,1
635,372,00000000-0000-0000-0000-000000000000,2025-02-23,2025-02-23,2025-03-09,2025-03-15,Unpaid,1
636,83,00000000-0000-0000-0000-000000000000,2025-07-09,2025-07-09,2025-07-23,2025-07-29,Annual,1
637,810,00000000-0000-0000-0000-000000000000,2025-09-02,2025-09-02,2025-09-16,2025-09-16,Annual,1
638,502,00000000-0000-0000-0000-000000000000,2025-07-30,2025-07-30,2025-08-06,2025-08-14,Annual,1
639,1457,00000000-0000-0000-0000-000000000000,2026-01-19,2026-01-19,2026-01-28,2026-01-30,Annual,1
640,1154,00000000-0000-0000-0000-000000000000,2025-01-08,2025-01-08,2025-01-13,2025-01-21,Annual,1
641,178,00000000-0000-0000-0000-000000000000,2025-11-01,2025-11-01,2025-11-06,2025-11-06,Annual,1
642,1390,00000000-0000-0000-0000-000000000000,2025-10-10,2025-10-10,2025-10-14,2025-10-18,Sick,1
643,1015,00000000-0000-0000-0000-000000000000,2026-03-07,2026-03-07,2026-03-12,2026-03-12,Unpaid,1
644,723,00000000-0000-0000-0000-000000000000,2026-02-10,2026-02-10,2026-02-13,2026-02-20,Sick,1
645,1401,00000000-0000-0000-0000-000000000000,2025-11-22,2025-11-22,2025-12-04,2025-12-08,Sick,1
646,895,00000000-0000-0000-0000-000000000000,2025-06-11,2025-06-11,2025-06-20,2025-06-23,Annual,1
647,165,00000000-0000-0000-0000-000000000000,2025-06-26,2025-06-26,2025-07-01,2025-07-09,Unpaid,1
648,1108,00000000-0000-0000-0000-000000000000,2025-12-17,2025-12-17,2025-12-26,2025-12-31,Sick,1
649,713,00000000-0000-0000-0000-000000000000,2025-01-29,2025-01-29,2025-02-08,2025-02-15,Annual,1
650,852,00000000-0000-0000-0000-000000000000,2025-12-15,2025-12-15,2025-12-29,2025-12-30,Annual,1
651,57,00000000-0000-0000-0000-000000000000,2025-10-19,2025-10-19,2025-10-25,2025-10-31,Annual,1
652,477,00000000-0000-0000-0000-000000000000,2026-02-17,2026-02-17,2026-02-22,2026-02-27,Annual,1
653,1195,00000000-0000-0000-0000-000000000000,2025-09-24,2025-09-24,2025-09-26,2025-09-30,Sick,1
654,769,00000000-0000-0000-0000-000000000000,2026-02-14,2026-02-14,2026-02-16,2026-02-25,Annual,2
655,16,00000000-0000-0000-0000-000000000000,2025-11-10,2025-11-10,2025-11-21,2025-11-22,Sick,1
656,365,00000000-0000-0000-0000-000000000000,2025-12-03,2025-12-03,2025-12-13,2025-12-15,Annual,1
657,1357,00000000-0000-0000-0000-000000000000,2025-07-12,2025-07-12,2025-07-26,2025-07-28,Annual,1
658,96,00000000-0000-0000-0000-000000000000,2025-10-24,2025-10-24,2025-10-31,2025-11-06,Unpaid,1
659,512,00000000-0000-0000-0000-000000000000,2025-06-23,2025-06-23,2025-07-01,2025-07-09,Annual,1
660,484,00000000-0000-0000-0000-000000000000,2025-04-02,2025-04-02,2025-04-13,2025-04-18,Unpaid,0
661,132,00000000-0000-0000-0000-000000000000,2025-07-25,2025-07-25,2025-07-27,2025-07-29,Annual,0
662,24,00000000-0000-0000-0000-000000000000,2025-04-26,2025-04-26,2025-05-07,2025-05-08,Sick,1
663,418,00000000-0000-0000-0000-000000000000,2025-12-28,2025-12-28,2026-01-11,2026-01-11,Annual,1
664,1360,00000000-0000-0000-0000-000000000000,2026-02-02,2026-02-02,2026-02-08,2026-02-13,Annual,0
665,1127,00000000-0000-0000-0000-000000000000,2025-08-04,2025-08-04,2025-08-08,2025-08-11,Annual,1
666,1098,00000000-0000-0000-0000-000000000000,2025-08-04,2025-08-04,2025-08-18,2025-08-27,Sick,1
667,48,00000000-0000-0000-0000-000000000000,2026-02-22,2026-02-22,2026-02-28,2026-03-08,Annual,1
668,1151,00000000-0000-0000-0000-000000000000,2025-04-21,2025-04-21,2025-05-04,2025-05-07,Annual,1
669,145,00000000-0000-0000-0000-000000000000,2025-04-28,2025-04-28,2025-05-12,2025-05-14,Sick,1
670,289,00000000-0000-0000-0000-000000000000,2026-01-01,2026-01-01,2026-01-14,2026-01-14,Sick,1
671,828,00000000-0000-0000-0000-000000000000,2025-01-15,2025-01-15,2025-01-20,2025-01-26,Annual,2
672,552,00000000-0000-0000-0000-000000000000,2025-12-29,2025-12-29,2026-01-05,2026-01-09,Maternity/Paternity,1
673,1242,00000000-0000-0000-0000-000000000000,2026-01-08,2026-01-08,2026-01-18,2026-01-20,Annual,1
674,256,00000000-0000-0000-0000-000000000000,2025-02-01,2025-02-01,2025-02-11,2025-02-12,Sick,1
675,229,00000000-0000-0000-0000-000000000000,2026-02-27,2026-02-27,2026-03-06,2026-03-07,Annual,1
676,918,00000000-0000-0000-0000-000000000000,2026-01-20,2026-01-20,2026-02-01,2026-02-09,Sick,1
677,627,00000000-0000-0000-0000-000000000000,2025-10-13,2025-10-13,2025-10-19,2025-10-23,Maternity/Paternity,2
678,1167,00000000-0000-0000-0000-000000000000,2025-08-31,2025-08-31,2025-09-08,2025-09-14,Sick,0
679,121,00000000-0000-0000-0000-000000000000,2025-03-21,2025-03-21,2025-03-29,2025-03-30,Sick,2
680,1043,00000000-0000-0000-0000-000000000000,2025-03-17,2025-03-17,2025-03-19,2025-03-20,Annual,1
681,234,00000000-0000-0000-0000-000000000000,2026-02-06,2026-02-06,2026-02-09,2026-02-13,Sick,1
682,1340,00000000-0000-0000-0000-000000000000,2025-09-18,2025-09-18,2025-09-28,2025-10-05,Sick,1
683,865,00000000-0000-0000-0000-000000000000,2025-04-24,2025-04-24,2025-05-01,2025-05-06,Maternity/Paternity,1
684,1063,00000000-0000-0000-0000-000000000000,2025-03-26,2025-03-26,2025-04-05,2025-04-09,Annual,2
685,194,00000000-0000-0000-0000-000000000000,2026-01-25,2026-01-25,2026-02-05,2026-02-11,Annual,1
686,1109,00000000-0000-0000-0000-000000000000,2025-07-17,2025-07-17,2025-07-24,2025-07-27,Unpaid,1
687,159,00000000-0000-0000-0000-000000000000,2025-07-15,2025-07-15,2025-07-23,2025-07-28,Annual,1
688,204,00000000-0000-0000-0000-000000000000,2025-07-25,2025-07-25,2025-07-28,2025-07-30,Sick,1
689,1247,00000000-0000-0000-0000-000000000000,2025-01-16,2025-01-16,2025-01-25,2025-02-01,Maternity/Paternity,1
690,357,00000000-0000-0000-0000-000000000000,2025-03-26,2025-03-26,2025-03-29,2025-03-29,Annual,1
691,1294,00000000-0000-0000-0000-000000000000,2025-06-30,2025-06-30,2025-07-11,2025-07-13,Sick,1
692,356,00000000-0000-0000-0000-000000000000,2025-12-14,2025-12-14,2025-12-26,2026-01-02,Annual,1
693,657,00000000-0000-0000-0000-000000000000,2025-02-15,2025-02-15,2025-02-23,2025-03-01,Annual,1
694,1074,00000000-0000-0000-0000-000000000000,2025-11-19,2025-11-19,2025-11-26,2025-11-29,Annual,1
695,156,00000000-0000-0000-0000-000000000000,2025-05-25,2025-05-25,2025-05-30,2025-06-07,Annual,1
696,246,00000000-0000-0000-0000-000000000000,2025-04-07,2025-04-07,2025-04-15,2025-04-15,Unpaid,1
697,380,00000000-0000-0000-0000-000000000000,2025-08-03,2025-08-03,2025-08-07,2025-08-14,Annual,1
698,313,00000000-0000-0000-0000-000000000000,2025-06-23,2025-06-23,2025-06-26,2025-07-03,Annual,1
699,244,00000000-0000-0000-0000-000000000000,2025-12-28,2025-12-28,2026-01-01,2026-01-03,Sick,1
700,999,00000000-0000-0000-0000-000000000000,2025-10-05,2025-10-05,2025-10-10,2025-10-14,Sick,2
701,600,00000000-0000-0000-0000-000000000000,2025-10-28,2025-10-28,2025-11-05,2025-11-12,Annual,1
702,818,00000000-0000-0000-0000-000000000000,2025-06-10,2025-06-10,2025-06-20,2025-06-29,Unpaid,1
703,1039,00000000-0000-0000-0000-000000000000,2025-03-11,2025-03-11,2025-03-24,2025-04-02,Annual,1
704,474,00000000-0000-0000-0000-000000000000,2025-08-27,2025-08-27,2025-09-01,2025-09-03,Annual,1
705,1072,00000000-0000-0000-0000-000000000000,2025-11-25,2025-11-25,2025-12-08,2025-12-16,Annual,0
706,931,00000000-0000-0000-0000-000000000000,2025-01-28,2025-01-28,2025-01-31,2025-02-07,Annual,1
707,351,00000000-0000-0000-0000-000000000000,2026-02-23,2026-02-23,2026-02-28,2026-03-06,Annual,1
708,695,00000000-0000-0000-0000-000000000000,2025-01-15,2025-01-15,2025-01-22,2025-01-29,Sick,1
709,566,00000000-0000-0000-0000-000000000000,2025-10-26,2025-10-26,2025-10-30,2025-11-04,Annual,1
710,35,00000000-0000-0000-0000-000000000000,2025-10-06,2025-10-06,2025-10-17,2025-10-17,Annual,1
711,1038,00000000-0000-0000-0000-000000000000,2025-01-17,2025-01-17,2025-01-20,2025-01-24,Sick,2
712,103,00000000-0000-0000-0000-000000000000,2025-01-19,2025-01-19,2025-01-21,2025-01-29,Annual,1
713,442,00000000-0000-0000-0000-000000000000,2025-12-28,2025-12-28,2026-01-11,2026-01-18,Annual,1
714,987,00000000-0000-0000-0000-000000000000,2026-01-29,2026-01-29,2026-02-10,2026-02-19,Annual,1
715,878,00000000-0000-0000-0000-000000000000,2025-12-12,2025-12-12,2025-12-19,2025-12-21,Sick,1
716,611,00000000-0000-0000-0000-000000000000,2025-02-16,2025-02-16,2025-02-24,2025-02-24,Annual,1
717,407,00000000-0000-0000-0000-000000000000,2025-12-02,2025-12-02,2025-12-12,2025-12-12,Annual,1
718,1249,00000000-0000-0000-0000-000000000000,2025-06-06,2025-06-06,2025-06-11,2025-06-19,Annual,1
719,990,00000000-0000-0000-0000-000000000000,2025-10-03,2025-10-03,2025-10-10,2025-10-10,Annual,1
720,1448,00000000-0000-0000-0000-000000000000,2026-02-06,2026-02-06,2026-02-16,2026-02-20,Annual,1
721,513,00000000-0000-0000-0000-000000000000,2025-11-11,2025-11-11,2025-11-23,2025-12-01,Sick,0
722,627,00000000-0000-0000-0000-000000000000,2025-06-06,2025-06-06,2025-06-17,2025-06-19,Annual,1
723,430,00000000-0000-0000-0000-000000000000,2025-09-16,2025-09-16,2025-09-20,2025-09-23,Unpaid,1
724,826,00000000-0000-0000-0000-000000000000,2025-01-03,2025-01-03,2025-01-05,2025-01-07,Annual,1
725,790,00000000-0000-0000-0000-000000000000,2026-03-25,2026-03-25,2026-04-05,2026-04-06,Annual,1
726,162,00000000-0000-0000-0000-000000000000,2026-01-09,2026-01-09,2026-01-14,2026-01-20,Annual,2
727,989,00000000-0000-0000-0000-000000000000,2025-12-09,2025-12-09,2025-12-15,2025-12-19,Annual,1
728,166,00000000-0000-0000-0000-000000000000,2025-04-07,2025-04-07,2025-04-16,2025-04-18,Annual,1
729,228,00000000-0000-0000-0000-000000000000,2025-04-06,2025-04-06,2025-04-15,2025-04-23,Annual,1
730,989,00000000-0000-0000-0000-000000000000,2025-09-06,2025-09-06,2025-09-09,2025-09-13,Unpaid,1
731,537,00000000-0000-0000-0000-000000000000,2025-01-28,2025-01-28,2025-02-08,2025-02-14,Sick,1
